N° de la FEB,fr1,fr2,ar1,ar2,bg1,bg2,chi1,chi2,cs1,cs2,da1,da2,de1,de2,el1,el2,en1,en2,es1,es2,es_XL1,es_XL2,et1,et2,fa_IR1,fa_IR2,fi1,fi2,he1,he2,hi1,hi2,hr1,hr2,hu1,hu2,id1,id2,it1,it2,ja1,ja2,ko1,ko2,lt1,lt2,lv1,lv2,nl_NL1,nl_NL2,no1,no2,pl1,pl2,pt_BR1,pt_BR2,pt_PT1,pt_PT2,ro1,ro2,ru1,ru2,sk1,sk2,sl1,sl2,sq1,sq2,sr1,sr2,sv1,sv2,tr1,tr2,uk1,uk2,vi1,vi2
10602_1,Panne,de la direction,عطل في التوجيه,,Повреда усил-,вател на волана,助力转向,故障,Řízení,porucha,Servostyring,fejl,Störung,Servolenkung,Βλάβη υποβοή-,θησης τιμονιού,WARNING:,Power Steering,Avería,de la dirección,Falla de,dir. hidraulica,Roolivõimendi,viga,نقص,فرمان هیدرولیک,Ohjaustehostin,vika,תקלת,הגה כוח,पावर स्टीयरिंग,में ख़राबी,Servo upravlja.,kvar,Kormányszervó,hiba,SINYAL:,Power Steering,Guasto,servosterzo,ﾊﾟﾜｰｽﾃｱﾘﾝｸﾞ,不具合,조향장치에,이상이 있습니다,Vairo stiprint.,gedimas,Stūres pastipr.,kļūme,Storing,stuurbekracht.,Servostyring,feil,Usterka układu,kierowniczego,Pane no sistema,de direção,Avaria,na direção,Avarie,servodirecţie,Рулевое управл.,неисправно,Porucha,posilňovač riad.,Okvara krmilnega,mehanizma,PARALAJM,Sistem drejtimi\,Kvar na,servo upravljaču,Fel,Servostyrning,Direksiyon,arızası,Збій,гідропідс. керма,CẢNH BÁO:,Tay lái Điện
10602_14,Direction,à contrôler,مراقبة التوجيه,,Провери усил-,вател на волана,检查,助力转向,Zkontrolovat,řízení,Tjek,servostyring,Servolenkung,prüfen,Ελέγξτε υποβοή-,θηση τιμονιού,WARNING: Check,Power Steering,Revisar,la dirección,Verificar,dir. hidraulica,Kontrollige,roolivõimendit,بررسی,فرمان هیدرولیک,Tarkista,ohjaus,בדוק,הגה כוח,पावर स्टीयरिंग,की जांच करें,Upravljač,provjerite,Ellenőriztesse a,kormányszervót,SINYAL: Periksa,Power Steering,Servosterzo,controllare,ﾊﾟﾜｰｽﾃｱﾘﾝｸﾞ,点検,조향장치를,점검해 주십시오,Tikrinti,vairo stipr.,Pārbaudiet,stūres pastipr.,Controleer,stuurbekracht.,Kontroller,servostyring,Skontroluj,ukł. kierowniczy,Verificar,a direção,Mandar verificar,a direção,Verifică,servodirecţia,Проверьте,рулевое управл,Skontrolovať,posilňovač riad.,Preveri krmilni,mehanizem,LAJM,sistem drejtimi,Proveriti,servo upravljač,Kontrollera,servostyrning,Direksiyonu,kontrol ettirin,Перевірте,гідропідс. керма,CẢNH BÁO: Kiểm,tra Tay lái Điện
10602_1T,Panne,de la direction,عطل في التوجيه,,Повреда усил-,вател на волана,助力转向,故障,Řízení,porucha,Servostyring,fejl,Störung,Servolenkung,Βλάβη υποβοή-,θησης τιμονιού,WARNING:,Power Steering,Avería,de la dirección,Falla de,dir. hidraulica,Roolivõimendi,viga,نقص,فرمان هیدرولیک,Ohjaustehostin,vika,תקלת,הגה כוח,पावर स्टीयरिंग,में ख़राबी,Servo upravlja.,kvar,Kormányszervó,hiba,SINYAL:,Power Steering,Guasto,servosterzo,ﾊﾟﾜｰｽﾃｱﾘﾝｸﾞ,不具合,조향장치에,이상이 있습니다,Vairo stiprint.,gedimas,Stūres pastipr.,kļūme,Storing,stuurbekracht.,Servostyring,feil,Usterka układu,kierowniczego,Pane no sistema,de direção,Avaria,na direção,Avarie,servodirecţie,Рулевое управл.,неисправно,Porucha,posilňovač riad.,Okvara krmilnega,mehanizma,PARALAJM,Sistem drejtimi\,Kvar na,servo upravljaču,Fel,Servostyrning,Direksiyon,arızası,Збій,гідропідс. керма,CẢNH BÁO:,Tay lái Điện
10602_1T1,Panne,de la direction,عطل في التوجيه,,Повреда усил-,вател на волана,助力转向,故障,Řízení,porucha,Servostyring,fejl,Störung,Servolenkung,Βλάβη υποβοή-,θησης τιμονιού,WARNING:,Power Steering,Avería,de la dirección,Falla de,dir. hidraulica,Roolivõimendi,viga,نقص,فرمان هیدرولیک,Ohjaustehostin,vika,תקלת,הגה כוח,पावर स्टीयरिंग,में ख़राबी,Servo upravlja.,kvar,Kormányszervó,hiba,SINYAL:,Power Steering,Guasto,servosterzo,ﾊﾟﾜｰｽﾃｱﾘﾝｸﾞ,不具合,조향장치에,이상이 있습니다,Vairo stiprint.,gedimas,Stūres pastipr.,kļūme,Storing,stuurbekracht.,Servostyring,feil,Usterka układu,kierowniczego,Pane no sistema,de direção,Avaria,na direção,Avarie,servodirecţie,Рулевое управл.,неисправно,Porucha,posilňovač riad.,Okvara krmilnega,mehanizma,PARALAJM,Sistem drejtimi\,Kvar na,servo upravljaču,Fel,Servostyrning,Direksiyon,arızası,Збій,гідропідс. керма,CẢNH BÁO:,Tay lái Điện
10602_4,Panne,de la direction,عطل في التوجيه,,Повреда усил-,вател на волана,助力转向,故障,Řízení,porucha,Servostyring,fejl,Störung,Servolenkung,Βλάβη υποβοή-,θησης τιμονιού,WARNING:,Power Steering,Avería,de la dirección,Falla de,dir. hidraulica,Roolivõimendi,viga,نقص,فرمان هیدرولیک,Ohjaustehostin,vika,תקלת,הגה כוח,पावर स्टीयरिंग,में ख़राबी,Servo upravlja.,kvar,Kormányszervó,hiba,SINYAL:,Power Steering,Guasto,servosterzo,ﾊﾟﾜｰｽﾃｱﾘﾝｸﾞ,不具合,조향장치에,이상이 있습니다,Vairo stiprint.,gedimas,Stūres pastipr.,kļūme,Storing,stuurbekracht.,Servostyring,feil,Usterka układu,kierowniczego,Pane no sistema,de direção,Avaria,na direção,Avarie,servodirecţie,Рулевое управл.,неисправно,Porucha,posilňovač riad.,Okvara krmilnega,mehanizma,PARALAJM,Sistem drejtimi\,Kvar na,servo upravljaču,Fel,Servostyrning,Direksiyon,arızası,Збій,гідропідс. керма,CẢNH BÁO:,Tay lái Điện
10602_9,Tourner volant,max droite-gche,أدر عجلة القيادة,أقصى يمينً ويسار,Завърти волана,макс. ляво-дясно,转动 方向盘,最大 右-左,Otočit volantem,max pravá levá,Drej rattet,max højre-venstr,Lenkrad maximal,li/re drehen,Στρίψτε τιμόνι,τέρμα δεξ-αριστ,Turn steer.wheel,max right-left,Gire el volante,max der-izq,Gire el volante,max. der-izq,Keerage rooli,max parem-vasak,چرخاندن فرمان,حداکثر چپ و راست,Käännä rattia,ääriasentoihin,סובב את גלגל ההג,ימינה עד הסוף,पावर स्टीयरिंग,की जांच करें,Okreni volan max,lijevo-desno,Fordítsa kormán.,max jobb-bal,SINYAL: Periksa,Power Steering,Girare volante,tutto dx e sx,ステアリングを,左右限界まで切る,핸들을 좌우로,끝까지 돌리세요,Pasukti vairą,max dešinė-kairė,Pagrieziet stūri,max labi-kreisi,Draai het stuur,max R naar L,Vri ratt max,høyre-venstre,Skręć kierownicę,max prawo-lewo,Rodar volante,máx direita/esq.,Rodar volante,máx direita/esq.,Rotiti volan max,dreapta-stanga,Поверните руль,от края до края,Otočte volantom,max vľavo vpravo,POZOR: Preverite,napajanje volana,Sill timonin max,djathtë-majtë,Okrenite volan,max levo desno,Vrid ratten,Max Hö. och Vä.,Direksiyon çevir,tam sağ-sol,Поверніть кермо,макс вправо-ліво,CẢNH BÁO: Kiểm,tra Tay lái Điện
10701_2,Frein de parking,serré,فرامل الركن,تعمل,Паркинг спирачка,включена,驻车制动,开启,Parkovací brzda,zatažena,Parkeringsbremse,aktiveret,Parkbremse,angezogen,Χειρόφρενο,δεμένο,Parking Brake,ON,Freno aparca-,miento activado,Freno de estac.,encendido,Parkimispidur,sees,ترمز پارک,روشن,Seisontajarru,päällä,בלם חנייה,מופעל,पार्किंग ब्रेक,लगी हुई है,Parkirna kočnica,aktivna,Parkolófék,behúzva,Rem Parkir,NYALA,Freno stazion.,inserito,ﾊﾟｰｷﾝｸﾞﾌﾞﾚｰｷ,ON,주차브레이크가,작동 중입니다,Stovėjimo stabd.,įjungtas,Ieslēgta,stāvbremze,Parkeerrem,aangetrokken,Parkeringsbrems,på,Hamulec parking.,zablokowany,Freio de mão,acionado,Travão imobili-,zação accionado,Frână de parcare,activată,Стояночн. тормоз,включен,Parkovacia brzda,utiahnutá,Parkirna zavora,zategnjena,Frenat e,parkimit aktive,Parkirna kočnica,uključena,Parkeringsbroms,Aktiverad,Park freni,çekili,Стоянкове гальмо,увімкн.,Phanh Đỗ xe,BẬT
10701_3,Serrer le,frein de parking,تنبيه: استخدم,فرامل الركن,Включи паркинг,спирачката,启用,驻车制动,Zatáhnout,parkovací brzdu,Aktiver,parkeringsbremse,Parkbremse,anziehen,Δέστε το,χειρόφρενο,WARNING: Apply,Parking Brake,Activar el freno,de aparcamiento,Aplicar,freno de estac.,Rakendage,parkimispidur,کشیدن,ترمز دستی,Käytä,seisontajarrua,שלב,בלם חנייה,पार्किंग ब्रेक,लगाएं,Aktivirajte,parkirnu kočnicu,Húzza be a,kéziféket,SINYAL: Terapkan,Rem Parkir,Tirare freno,stazionamento,ﾊﾟｰｷﾝｸﾞﾌﾞﾚｰｷ,を入れてください,주차브레이크를,작동해 주십시오,Įjungti,stovėjimo stabdį,Lietojiet,stāvbremzi,Parkeerrem,aantrekken,Aktiver,Parkeringsbrems,Zablokuj hamulec,parkingowy,Acionar freio,de mão,Accionar travão,imobilização,Acţionează,frâna de parcare,Включите,стояночн. тормоз,Utiahnuť,parkovaciu brzdu,Zategnitev,parkirne zavore,LAJM,frena parkimi,Aktivirati,parkirnu kočnicu,Dra åt,Parkeringsbroms,Park frenini,çekiniz,Використайте,стоянкове гальмо,CẢNH BÁO: Dùng,Phanh Đỗ xe
10702_1,Frein de parking,serré,فرامل الركن,تعمل,Паркинг спирачка,включена,驻车制动,开启,Parkovací brzda,zatažena,Parkeringsbremse,aktiveret,Parkbremse,angezogen,Χειρόφρενο,δεμένο,Parking Brake,ON,Freno aparca-,miento activado,Freno de estac.,encendido,Parkimispidur,sees,ترمز پارک,روشن,Seisontajarru,päällä,בלם חנייה,מופעל,पार्किंग ब्रेक,लगी हुई है,Parkirna kočnica,aktivna,Parkolófék,behúzva,Rem Parkir,NYALA,Freno stazion.,inserito,ﾊﾟｰｷﾝｸﾞﾌﾞﾚｰｷ,ON,주차브레이크가,작동 중입니다,Stovėjimo stabd.,įjungtas,Ieslēgta,stāvbremze,Parkeerrem,aangetrokken,Parkeringsbrems,på,Hamulec parking.,zablokowany,Freio de mão,acionado,Travão imobili-,zação accionado,Frână de parcare,activată,Стояночн. тормоз,включен,Parkovacia brzda,utiahnutá,Parkirna zavora,zategnjena,Frenat e,parkimit aktive,Parkirna kočnica,uključena,Parkeringsbroms,Aktiverad,Park freni,çekili,Стоянкове гальмо,увімкн.,Phanh Đỗ xe,BẬT
10702_10,Frein de parking,non serré,فرامل الركن,حرة,Ръчна спирачка,отпусната,启用,驻车制动,Parkovací brzda,nezatažena,Aktiver,parkeringsbremse,Parkbremse,gelöst,Χειρόφρενο,λυμένο,Parking brake,loose,Poner,freno parking,Freno de mano,no aplicado,Seisupidur,vabastatud,ترمز دستی,شل کردن,Seisontajarru,ei ole kytketty,בלם חניה,משוחרר,पार्किंग ब्रेक,लगाएं,Aktivirajte,parkirnu kočnicu,Parkolóféket,húzza be,SINYAL: Terapkan,Rem Parkir,Freno stazion.,non inserito,P.ブレーキが,ゆるい,주차브레이크를,작동해 주십시오,Rankinis stabdys,laisvas,Stāvbremze,vaļīgs,Parkeerrem,los,Håndbrekk,ikke aktivert,Hamulec parking.,jest wyłączony,Freio de mão,não acionado,Travão estacion.,não acionado,Acționează frâna,de parcare,Стояночный торм.,отпущен,Ručná brzda,uvoľnená,Parkirna zavorna,popuščena,Freni i dorës,jo i shtrënguar,UPOZORENJE:,aktiv parkirnu,Parkeringsbroms,Lossad,Park freni,çekili değil,Увага! Застос.,стоянкове гальмо,CẢNH BÁO: Dùng,Phanh Đỗ xe
10702_12,Immobiliser,le véhicule,:تنبيه,أوقف السيارة,Спри,автомобила,停车,,Zajistit vozidlo,proti pohybu,Stands,bilen,Fahrzeug,abstellen,Σταματήστε,το όχημα,WARNING:,STOP Vehicle,Inmovilizar,el vehículo,Detener el,vehículo,Peatage,masin,توقف,خودرو,Pysäytä,auto,עצור,את הרכב,गाड़ी,रोकें,Zaustavite,vozilo,Állítsa le a,gépkocsit,SINYAL:,STOP Kendaraan,Immobilizzare,il veicolo,車両を,停止,차량을,정차해 주십시오,Stabdyti,mašiną,Apstādiniet,mašīnu,Stop,voertuig,Stopp,bilen,Unieruchom,samochód,Pare,o veículo,Imobilize,o veículo,Opreşte,vehiculul,Остановите,автомобиль,Zastaviť,vozidlo,Ustavite,vozilo,PARALAJM,Ndalo automjetin,Zaustaviti,vozilo,Stanna,Bilen,Aracı,durdurunuz,Зупиніть,авто,CẢNH BÁO:,DỪNG phương tiện
10702_13,Appuyer sur,pédale de frein,إضغط على,دواسة الفرامل,Натиснете,спирачният педал,踩下,刹车踏板,Sešlápnout pedál,brzdy,Træd på,bremsen,Bremspedal,drücken,Πατήστε το,πεντάλ φρένου,Press brake,pedal,Pisar el,pedal de freno,Presione pedal,de freno,Vajuta piduri,pedaali,فشار دادن,پدال ترمز,S&S: Paina,jarrupoljinta,לחת על דוושת,הבלם,ब्रेक पेडल,दबाएँ,Pritisni pedalu,kočnice,Nyomja erősebben,a féket,Pijak Rem,,Premere su,pedale freno,ブレーキペダルを,強く踏む,브레이크페달을,깊게밟으십시오,Spauskite,stabdžio pedalą,Spiediet bremžu,pedāli,Rempedaal,indrukken,Trå på bremse,pedal,Wciśnij,pedał hamulca,Acionar,pedal de freio,Carregue no,pedal de travão,Apăsați pedala,de frână,Нажмите педаль,тормоза,Zošliapnite,brzdový pedál,Pritisnite,zavorni pedal,Shtyp pedalin,e frenave,Pritisnite,pedalu kočnice,Tryck ner,bromspedalen,Fren pedalına,basınız,Натисніть,педаль гальма,Nhấn phanh,bàn đạp
10702_14,Desserrer,frein de parking,حرر,فرامل الركن,Отпусни,ръчната спирачка,释放,驻车制动,Uvolnit,parkovací brzdu,Slip,Parkeringsbremse,Parkbremse,lösen,Λύστε,χειρόφρενο,Release,Parking Brake,Afloje,freno de parking,Libere el,freno de mano,Vabastage,Parkimispidur,رها کردن,ترمز دستی,Vapauta,seisontajarru,שחרר,בלם חנייה,पार्किंग ब्रेक,छोड़िये,Otpusti parkirnu,kočnicu ručno,Engedje ki,a parkolóféket,Lepaskan,Rem Parkir,Togliere freno,di stazionamento,パーキング,ブレーキ要解除,주차 브레이크를,해제하십시오,Atleiskite,Rankinis stabdys,Atlaidiet,Stāvbremzi,Parkeerrem hand-,matig vrijgeven,Frigjør,håndbrekk,Zwolnij hamulec,parkingowy,Soltar o,freio de mão,Desativar,travão estacion.,Eliberați frâna,de parc manuală,Отпустить,ручной тормоз,Odbrzdiť,parkovaciu brzdu,Popustite,Ročno Zavoro,Liro,Frenin e dorës,Otpustiti,parkirnu kočnicu,Lossa,Parkeringsbroms,Park frenini,serbest bırakın,Вимкніть,стоянкове гальмо,Nhả,phanh đỗ xe
10702_24,Frein de parking,à contrôler,تحقق من,فرامل الركن,Провери паркинг,спирачка,检查,驻车制动,Zkontrolovat,parkovací brzdu,Tjek,parkeringsbremse,Parkbremse,prüfen,Ελέγξτε το,χειρόφρενο,Check,Parking Brake,Revisar freno,de aparcamiento,Verificar,freno de estac.,Kontrollige,parkimispidurit,بررسی,ترمز دستی,Tarkista,seisontajarru,בדוק,בלם חנייה,पार्किंग ब्रेक,की जांच करें,Provjerite,parkirnu kočnicu,Ellenőriztesse a,parkolóféket,Periksa,Rem Parkir,Freno stazionam.,controllare,ﾊﾟｰｷﾝｸﾞﾌﾞﾚｰｷ,を点検してください,주차브레이크를,점검해 주십시오,Tikrinti,stovėjimo stabdį,Pārbaudiet,stāvbremzi,Controleer,parkeerrem,Kontroller,parkeringsbrems,Skontroluj,hamulec parking.,Verificar o,freio de mão,Mandar verificar,travão imobiliz.,Verifică,frâna de parcare,Проверьте,стояночн. тормоз,Skontrolovať,parkovaciu brzdu,Preverite,parkirno zavoro,Kontrollo frenat,e parkimit,Proveriti,parkirnu kočnicu,Kontrollera,Parkeringsbroms,Park frenini,kontrol ettirin,Перевірте,стоянкове гальмо,Kiểm tra,Phanh Đỗ xe
10702_25,Tableau de bord,à contrôler,تحقق من,لوحة القيادة,Табло,да проверя,仪表板,检查,Řídicí panel,prověřit,Dashboard,til at tjekke,Dashboard,zu prüfen,Ελέγξτε,το ταμπλό,Check,Dashboard,Comprobar,cuadro instrum,Tablero de mando,para comprobar,Kontrollige,armatuurlauda,کنترل,داشبورد,Mittaristo,tarkistettava,בדוק,לוח מחוונים,डैशबोर्ड,की जांच करें,Tabla za,provjeru,Ellenőrizze:,műszerkijelző,Dasbor,untuk memeriksa,Cruscotto,controllare,ダッシュボード,要点検,계기판을,점검하십시오,Prietaisų skyd.,patikrinti,Pārbaudiet,inform. paneli,Dashboard,Controleren,Dashbord,må sjekkes,Panel,sprawdzić,Verificar,Painel Instrum.,Verificar,quadro instrum.,Tablou de bord,de verificat,Проверьте панель,инструментов,Štít prístrojov,skontrolovať,Armaturna plošča,preveriti,Kontrollo,tabelën e inst.,Провера,инструмент табле,Kontrollera,Instrumentpanel,Panel,kontrol,Перевірити,приладову панель,Dashboard,để kiểm tra
10702_3,Maintenir,pour freiner,اضغط P,للفرامل,Натиснете P,за спиране,按 P 停车,刹车,Pro zabrzdění,stlačte P,Tryk P park,for at bremse,"P drücken,",um zu bremsen,Πατήστε P για,να φρενάρετε,Press P park,to brake,Presione P,para frenar,Presione estac P,para frenar,Pidurdamiseks,vajutage nupul P,برای ترمز,P را فشار دهید,Jarruta P-,näppäimellä,לחיצה על P,לבלימה,ब्रेक लगाने हेतु,P पार्क दबाएँ,Prit. P,za koč.,Nyom. P-t,fékezéshez,Tekan P parkir,untuk mengerem,Premi P park,per frenare,パーキングを押して,ブレーキ,P 주차 버튼을 계속 눌러,제동하십시오,Spausk. mygt. P,stabdydami,Nos. P park,bremz.,Druk P om,te remmen,Trykk P park,for å bremse,Hamuj,przycisk P,Pressione P,para frear,Prima P estac.,para travar,Apăsaţi P pentru,activare frână,Нажм P,для торм,Stlač. P park,pre brzd.,Prit. P,za zav.,Shtyp parkimi P,për të frenuar,Prit. P park,da zakočite,Tryck på P,för att bromsa,P el freni,dğm basın,Натисніть P,для гальмування,Nhấn P đỗ,để phanh
10702_4,Frein de parking,à contrôler,تحقق من,فرامل الركن,Провери паркинг,спирачка,检查,驻车制动,Zkontrolovat,parkovací brzdu,Tjek,parkeringsbremse,Parkbremse,prüfen,Ελέγξτε το,χειρόφρενο,Check,Parking Brake,Revisar freno,de aparcamiento,Verificar,freno de estac.,Kontrollige,parkimispidurit,بررسی,ترمز دستی,Tarkista,seisontajarru,בדוק,בלם חנייה,पार्किंग ब्रेक,की जांच करें,Provjerite,parkirnu kočnicu,Ellenőriztesse a,parkolóféket,Periksa,Rem Parkir,Freno stazionam.,controllare,ﾊﾟｰｷﾝｸﾞﾌﾞﾚｰｷ,を点検してください,주차브레이크를,점검해 주십시오,Tikrinti,stovėjimo stabdį,Pārbaudiet,stāvbremzi,Controleer,parkeerrem,Kontroller,parkeringsbrems,Skontroluj,hamulec parking.,Verificar o,freio de mão,Mandar verificar,travão imobiliz.,Verifică,frâna de parcare,Проверьте,стояночн. тормоз,Skontrolovať,parkovaciu brzdu,Preverite,parkirno zavoro,Kontrollo frenat,e parkimit,Proveriti,parkirnu kočnicu,Kontrollera,Parkeringsbroms,Park frenini,kontrol ettirin,Перевірте,стоянкове гальмо,Kiểm tra,Phanh Đỗ xe
